"root","x","Barrier","Kr","Kx","kAQP","perimeter","Kr2","radius","conductance"
"root1",21,"T1",5.75286341301083e-05,0.529888807148441,4e-04,0.170916110370515,6.65840672802179e-08,0.272021438195074,1.13802897921835e-08
"root1",21,"T2",5.80094774665884e-05,0.529888807148441,5e-04,0.170916110370515,6.71405989196625e-08,0.272021438195074,1.14754100152955e-08
"root1",21,"T3",3.60332342547e-05,0.529888807148441,5e-04,0.170916110370515,4.17051322392361e-08,0.272021438195074,7.1280789848182e-09
"root1",21,"T1",6.10670927718102e-05,0.529888807148441,5e-04,0.170916110370515,7.06795055229285e-08,0.272021438195074,1.20802661668903e-08
"root1",21,"T2",6.06477334623132e-05,0.529888807148441,6e-04,0.170916110370515,7.01941359517514e-08,0.272021438195074,1.19973086876925e-08
"root1",21,"T3",3.66137195134668e-05,0.529888807148441,6e-04,0.170916110370515,4.23769901776236e-08,0.272021438195074,7.24291033036895e-09
"root1",21,"T1",6.41464851352946e-05,0.529888807148441,6e-04,0.170916110370515,7.42436170547391e-08,0.272021438195074,1.2689430246834e-08
"root1",21,"T2",6.29643300562316e-05,0.529888807148441,7e-04,0.170916110370515,7.28753820095273e-08,0.272021438195074,1.24555768348338e-08
"root1",21,"T3",3.70896740165501e-05,0.529888807148441,7e-04,0.170916110370515,4.29278634450811e-08,0.272021438195074,7.33706344654988e-09
"root1",21,"T1",6.68950952982588e-05,0.529888807148441,7e-04,0.170916110370515,7.74248788174292e-08,0.272021438195074,1.32331591333835e-08
"root1",21,"T2",6.50383919928197e-05,0.529888807148441,8e-04,0.170916110370515,7.52759166583561e-08,0.272021438195074,1.28658668798213e-08
"root1",21,"T3",3.74930188702089e-05,0.529888807148441,8e-04,0.170916110370515,4.33946977664455e-08,0.272021438195074,7.41685295294494e-09
"root1",21,"T1",6.93928433291128e-05,0.529888807148441,8e-04,0.170916110370515,8.03157908901769e-08,0.272021438195074,1.37272625802807e-08
"root1",21,"T2",6.69225976990131e-05,0.529888807148441,9e-04,0.170916110370515,7.74567102997837e-08,0.272021438195074,1.32385996465348e-08
"root1",21,"T3",3.78432933596601e-05,0.529888807148441,9e-04,0.170916110370515,4.38001080551622e-08,0.272021438195074,7.48614410259658e-09
"root1",21,"T1",7.1692953841869e-05,0.529888807148441,9e-04,0.170916110370515,8.29779558354965e-08,0.272021438195074,1.41822694578994e-08
"root1",21,"T2",6.86537960418232e-05,0.529888807148441,0.001,0.170916110370515,7.94604120854435e-08,0.272021438195074,1.35810645620823e-08
"root1",21,"T3",3.81532092948158e-05,0.529888807148441,0.001,0.170916110370515,4.41588070541849e-08,0.272021438195074,7.54745154030335e-09
"root1",21,"T1",7.38326956991153e-05,0.529888807148441,0.001,0.170916110370515,8.54545089110131e-08,0.272021438195074,1.46055522766929e-08
"root1",26,"T2",3.56436573086951e-05,0.84549563937866,1e-04,0.233358274610031,4.12542329961749e-08,0.371401229155824,9.62701663234758e-09
"root1",26,"T3",2.93807618019775e-05,0.84549563937866,1e-04,0.233358274610031,3.40055113448814e-08,0.371401229155824,7.93546745467335e-09
"root1",26,"T1",3.65709776952856e-05,0.84549563937866,1e-04,0.233358274610031,4.23275204806546e-08,0.371401229155824,9.87747714788631e-09
"root1",26,"T2",4.07695984664569e-05,0.84549563937866,2e-04,0.233358274610031,4.71870352621029e-08,0.371401229155824,1.1011485132727e-08
"root1",26,"T3",3.1906002700179e-05,0.84549563937866,2e-04,0.233358274610031,3.69282438659479e-08,0.371401229155824,8.61751127293607e-09
"root1",26,"T1",4.20492091128592e-05,0.84549563937866,2e-04,0.233358274610031,4.86680661028463e-08,0.371401229155824,1.13570959343671e-08
"root1",26,"T2",4.41085120264007e-05,0.84549563937866,3e-04,0.233358274610031,5.10515185490749e-08,0.371401229155824,1.19132942848341e-08
"root1",26,"T3",3.33015365273708e-05,0.84549563937866,3e-04,0.233358274610031,3.85434450548273e-08,0.371401229155824,8.99443183552103e-09
"root1",26,"T1",4.5686642350182e-05,0.84549563937866,3e-04,0.233358274610031,5.28780582756736e-08,0.371401229155824,1.23395324439399e-08
"root1",26,"T2",4.66430078079104e-05,0.84549563937866,4e-04,0.233358274610031,5.3984962740637e-08,0.371401229155824,1.25978377600419e-08
"root1",26,"T3",3.42560006073093e-05,0.84549563937866,4e-04,0.233358274610031,3.96481488510524e-08,0.371401229155824,9.25222360736328e-09
"root1",26,"T1",4.84968573366572e-05,0.84549563937866,4e-04,0.233358274610031,5.61306219174273e-08,0.371401229155824,1.30985450834388e-08
"root1",26,"T2",4.87227529976572e-05,0.84549563937866,5e-04,0.233358274610031,5.63920752287699e-08,0.371401229155824,1.31595573770648e-08
"root1",26,"T3",3.49870754878806e-05,0.84549563937866,5e-04,0.233358274610031,4.04943003331951e-08,0.371401229155824,9.44968005729482e-09
"root1",26,"T1",5.08388639285034e-05,0.84549563937866,5e-04,0.233358274610031,5.88412776950271e-08,0.371401229155824,1.37310990387612e-08
