"name","type","value","CS_id","age"
"phloem","order",1.5,"P11_C_To_C01_Z20_01",3.75
"randomness","param",2,"P11_C_To_C01_Z20_01",3.75
"stele","SD",0.0012237062077919,"P11_C_To_C01_Z20_01",3.75
"xylem","max_size",0.0252150962587954,"P11_C_To_C01_Z20_01",3.75
"cortex","n_layers",4,"P11_C_To_C01_Z20_01",3.75
"pericycle","n_layers",1,"P11_C_To_C01_Z20_01",3.75
"exodermis","n_layers",1,"P11_C_To_C01_Z20_01",3.75
"phloem","n_layers",0,"P11_C_To_C01_Z20_01",3.75
"cortex","cell_diameter",0.0226535555555556,"P11_C_To_C01_Z20_01",3.75
"aerenchyma","n_files",10,"P11_C_To_C01_Z20_01",3.75
"pericycle","cell_diameter",0.015342375,"P11_C_To_C01_Z20_01",3.75
"xylem","n_files",2,"P11_C_To_C01_Z20_01",3.75
"pericycle","order",2,"P11_C_To_C01_Z20_01",3.75
"phloem","cell_diameter",0.00736229624616086,"P11_C_To_C01_Z20_01",3.75
"endodermis","n_layers",1,"P11_C_To_C01_Z20_01",3.75
"secondarygrowth","param",0,"P11_C_To_C01_Z20_01",3.75
"exodermis","order",5,"P11_C_To_C01_Z20_01",3.75
"stele","cell_diameter",0.00726320077621543,"P11_C_To_C01_Z20_01",3.75
"aerenchyma","proportion",0,"P11_C_To_C01_Z20_01",3.75
"phloem","proportion",0,"P11_C_To_C01_Z20_01",3.75
"cortex","order",4,"P11_C_To_C01_Z20_01",3.75
"epidermis","order",6,"P11_C_To_C01_Z20_01",3.75
"xylem","cell_diameter",0.016864051750779,"P11_C_To_C01_Z20_01",3.75
"aerenchyma","n_files",10,"P11_D_To_C01_Z20_01",11.25
"endodermis","cell_diameter",0.0122286666666667,"P11_D_To_C01_Z20_01",11.25
"exodermis","cell_diameter",0.0235057777777778,"P11_D_To_C01_Z20_01",11.25
"cortex","cell_diameter",0.01912575,"P11_D_To_C01_Z20_01",11.25
"exodermis","order",5,"P11_D_To_C01_Z20_01",11.25
"xylem","max_size",0.0479520788168385,"P11_D_To_C01_Z20_01",11.25
"stele","layer_diameter",0.14074,"P11_D_To_C01_Z20_01",11.25
"phloem","order",1.5,"P11_D_To_C01_Z20_01",11.25
"xylem","order",1.5,"P11_D_To_C01_Z20_01",11.25
"epidermis","order",6,"P11_D_To_C01_Z20_01",11.25
"pericycle","order",2,"P11_D_To_C01_Z20_01",11.25
"phloem","cell_diameter",0.00785,"P11_D_To_C01_Z20_01",11.25
"xylem","n_files",2,"P11_D_To_C01_Z20_01",11.25
"stele","n_layers",8,"P11_D_To_C01_Z20_01",11.25
"epidermis","n_layers",1,"P11_D_To_C01_Z20_01",11.25
"endodermis","order",3,"P11_D_To_C01_Z20_01",11.25
"endodermis","n_layers",1,"P11_D_To_C01_Z20_01",11.25
"stele","cell_diameter",0.00775656383027497,"P11_D_To_C01_Z20_01",11.25
"epidermis","cell_diameter",0.0156160769230769,"P11_D_To_C01_Z20_01",11.25
"planttype","param",2,"P11_D_To_C01_Z20_01",11.25
"xylem","n_cells",8,"P11_D_To_C01_Z20_01",11.25
"aerenchyma","proportion",0,"P11_D_To_C01_Z20_01",11.25
"randomness","param",2,"P11_D_To_C01_Z20_01",11.25
"cortex","order",4,"P11_D_To_C01_Z20_01",11.25
"xylem","cell_diameter",0.0235492319911277,"P11_D_To_C01_Z20_01",11.25
"cortex","n_layers",3,"P11_D_To_C01_Z20_01",11.25
"pericycle","n_layers",1,"P11_D_To_C01_Z20_01",11.25
"exodermis","n_layers",1,"P11_D_To_C01_Z20_01",11.25
"stele","order",1,"P11_D_To_C01_Z20_01",11.25
"phloem","n_layers",1,"P11_D_To_C01_Z20_01",11.25
"secondarygrowth","param",1,"P11_D_To_C01_Z20_01",11.25
"pericycle","cell_diameter",0.0101310833333333,"P11_D_To_C01_Z20_01",11.25
"phloem","proportion",0.112263748756572,"P11_D_To_C01_Z20_01",11.25
"stele","SD",0.00127052784963664,"P11_D_To_C01_Z20_01",11.25
"aerenchyma","n_files",10,"P11_E2_To_C01_Z20_03",25.5
"stele","order",1,"P11_E2_To_C01_Z20_03",25.5
"endodermis","order",3,"P11_E2_To_C01_Z20_03",25.5
"exodermis","order",5,"P11_E2_To_C01_Z20_03",25.5
"stele","SD",0.00133181240268507,"P11_E2_To_C01_Z20_03",25.5
"exodermis","n_layers",1,"P11_E2_To_C01_Z20_03",25.5
"phloem","cell_diameter",0.00592441666666667,"P11_E2_To_C01_Z20_03",25.5
"exodermis","cell_diameter",0.024319,"P11_E2_To_C01_Z20_03",25.5
"randomness","param",2,"P11_E2_To_C01_Z20_03",25.5
"stele","layer_diameter",0.19354,"P11_E2_To_C01_Z20_03",25.5
"xylem","n_cells",10,"P11_E2_To_C01_Z20_03",25.5
"cortex","n_layers",2,"P11_E2_To_C01_Z20_03",25.5
"stele","cell_diameter",0.0100729706734371,"P11_E2_To_C01_Z20_03",25.5
"endodermis","n_layers",1,"P11_E2_To_C01_Z20_03",25.5
"stele","n_layers",7,"P11_E2_To_C01_Z20_03",25.5
"epidermis","order",6,"P11_E2_To_C01_Z20_03",25.5
"secondarygrowth","param",1,"P11_E2_To_C01_Z20_03",25.5
"xylem","order",1.5,"P11_E2_To_C01_Z20_03",25.5
"xylem","max_size",0.0531666831291433,"P11_E2_To_C01_Z20_03",25.5
"pericycle","cell_diameter",0.0118394166666667,"P11_E2_To_C01_Z20_03",25.5
"xylem","n_files",2,"P11_E2_To_C01_Z20_03",25.5
"pericycle","order",2,"P11_E2_To_C01_Z20_03",25.5
"phloem","proportion",0.169474010540457,"P11_E2_To_C01_Z20_03",25.5
"phloem","n_layers",3,"P11_E2_To_C01_Z20_03",25.5
"aerenchyma","proportion",0,"P11_E2_To_C01_Z20_03",25.5
"planttype","param",2,"P11_E2_To_C01_Z20_03",25.5
"endodermis","cell_diameter",0.0157731818181818,"P11_E2_To_C01_Z20_03",25.5
"epidermis","n_layers",1,"P11_E2_To_C01_Z20_03",25.5
"cortex","order",4,"P11_E2_To_C01_Z20_03",25.5
"xylem","cell_diameter",0.0339103923355025,"P11_E2_To_C01_Z20_03",25.5
"pericycle","n_layers",1,"P11_E2_To_C01_Z20_03",25.5
"phloem","order",1.5,"P11_E2_To_C01_Z20_03",25.5
"cortex","cell_diameter",0.019312375,"P11_E2_To_C01_Z20_03",25.5
"epidermis","cell_diameter",0.0129455,"P11_E2_To_C01_Z20_03",25.5
"stele","n_layers",10,"P11_F_To_C01_Z20_01",28.5
"pericycle","order",2,"P11_F_To_C01_Z20_01",28.5
"aerenchyma","n_files",10,"P11_F_To_C01_Z20_01",28.5
"exodermis","n_layers",1,"P11_F_To_C01_Z20_01",28.5
"stele","cell_diameter",0.0120332504361276,"P11_F_To_C01_Z20_01",28.5
"planttype","param",2,"P11_F_To_C01_Z20_01",28.5
"xylem","n_files",2,"P11_F_To_C01_Z20_01",28.5
"pericycle","cell_diameter",0.011926,"P11_F_To_C01_Z20_01",28.5
"cortex","order",4,"P11_F_To_C01_Z20_01",28.5
"xylem","cell_diameter",0.0384559811792499,"P11_F_To_C01_Z20_01",28.5
"cortex","n_layers",3,"P11_F_To_C01_Z20_01",28.5
"endodermis","n_layers",1,"P11_F_To_C01_Z20_01",28.5
"phloem","n_layers",4,"P11_F_To_C01_Z20_01",28.5
"exodermis","order",5,"P11_F_To_C01_Z20_01",28.5
"cortex","cell_diameter",0.0182119,"P11_F_To_C01_Z20_01",28.5
"endodermis","order",3,"P11_F_To_C01_Z20_01",28.5
"aerenchyma","proportion",0,"P11_F_To_C01_Z20_01",28.5
"epidermis","cell_diameter",0.020522,"P11_F_To_C01_Z20_01",28.5
"stele","layer_diameter",0.2816,"P11_F_To_C01_Z20_01",28.5
"stele","SD",0.00231161954794562,"P11_F_To_C01_Z20_01",28.5
"epidermis","order",6,"P11_F_To_C01_Z20_01",28.5
"exodermis","cell_diameter",0.029989,"P11_F_To_C01_Z20_01",28.5
"stele","order",1,"P11_F_To_C01_Z20_01",28.5
"epidermis","n_layers",1,"P11_F_To_C01_Z20_01",28.5
"endodermis","cell_diameter",0.0183638333333333,"P11_F_To_C01_Z20_01",28.5
"randomness","param",2,"P11_F_To_C01_Z20_01",28.5
"xylem","order",1.5,"P11_F_To_C01_Z20_01",28.5
"pericycle","n_layers",1,"P11_F_To_C01_Z20_01",28.5
"phloem","order",1.5,"P11_F_To_C01_Z20_01",28.5
"xylem","n_cells",17,"P11_F_To_C01_Z20_01",28.5
"secondarygrowth","param",1,"P11_F_To_C01_Z20_01",28.5
"phloem","proportion",0.203125,"P11_F_To_C01_Z20_01",28.5
"xylem","max_size",0.0624905001392175,"P11_F_To_C01_Z20_01",28.5
"phloem","cell_diameter",0.0072274,"P11_F_To_C01_Z20_01",28.5
"endodermis","order",3,"P11_F2_To_C02_Z10_01",30.5
"stele","cell_diameter",0.0214285929887247,"P11_F2_To_C02_Z10_01",30.5
"xylem","order",1.5,"P11_F2_To_C02_Z10_01",30.5
"exodermis","order",5,"P11_F2_To_C02_Z10_01",30.5
"epidermis","cell_diameter",0.020522,"P11_F2_To_C02_Z10_01",30.5
"phloem","cell_diameter",0.0113211666666667,"P11_F2_To_C02_Z10_01",30.5
"pericycle","cell_diameter",0.0192826842105263,"P11_F2_To_C02_Z10_01",30.5
"phloem","order",1.5,"P11_F2_To_C02_Z10_01",30.5
"epidermis","order",6,"P11_F2_To_C02_Z10_01",30.5
"cortex","order",4,"P11_F2_To_C02_Z10_01",30.5
"phloem","n_layers",5,"P11_F2_To_C02_Z10_01",30.5
"pericycle","n_layers",1,"P11_F2_To_C02_Z10_01",30.5
"secondarygrowth","param",1,"P11_F2_To_C02_Z10_01",30.5
"xylem","cell_diameter",0.0483185056973926,"P11_F2_To_C02_Z10_01",30.5
"phloem","proportion",0.181339352896915,"P11_F2_To_C02_Z10_01",30.5
"endodermis","n_layers",1,"P11_F2_To_C02_Z10_01",30.5
"exodermis","cell_diameter",0.0410771666666667,"P11_F2_To_C02_Z10_01",30.5
"planttype","param",2,"P11_F2_To_C02_Z10_01",30.5
"stele","order",1,"P11_F2_To_C02_Z10_01",30.5
"xylem","max_size",0.0712947962311412,"P11_F2_To_C02_Z10_01",30.5
"endodermis","cell_diameter",0.0255603571428571,"P11_F2_To_C02_Z10_01",30.5
"pericycle","order",2,"P11_F2_To_C02_Z10_01",30.5
"stele","SD",0.00674172900751614,"P11_F2_To_C02_Z10_01",30.5
"stele","layer_diameter",0.7974,"P11_F2_To_C02_Z10_01",30.5
"randomness","param",2,"P11_F2_To_C02_Z10_01",30.5
"aerenchyma","proportion",0,"P11_F2_To_C02_Z10_01",30.5
"exodermis","n_layers",1,"P11_F2_To_C02_Z10_01",30.5
"stele","n_layers",13,"P11_F2_To_C02_Z10_01",30.5
"aerenchyma","n_files",10,"P11_F2_To_C02_Z10_01",30.5
"cortex","n_layers",3,"P11_F2_To_C02_Z10_01",30.5
"xylem","n_files",2,"P11_F2_To_C02_Z10_01",30.5
"xylem","n_cells",26,"P11_F2_To_C02_Z10_01",30.5
"cortex","cell_diameter",0.0399913333333333,"P11_F2_To_C02_Z10_01",30.5
"epidermis","n_layers",1,"P11_F2_To_C02_Z10_01",30.5
"aerenchyma","n_files",10,"P12_B_To_C01_Z20_01",1.52
"xylem","order",1.5,"P12_B_To_C01_Z20_01",1.52
"epidermis","cell_diameter",0.014674,"P12_B_To_C01_Z20_01",1.52
"phloem","order",1.5,"P12_B_To_C01_Z20_01",1.52
"stele","n_layers",7,"P12_B_To_C01_Z20_01",1.52
"phloem","n_layers",0,"P12_B_To_C01_Z20_01",1.52
"stele","cell_diameter",0.00726476777751085,"P12_B_To_C01_Z20_01",1.52
"pericycle","cell_diameter",0.0144023888888889,"P12_B_To_C01_Z20_01",1.52
"phloem","proportion",0,"P12_B_To_C01_Z20_01",1.52
"xylem","n_cells",3,"P12_B_To_C01_Z20_01",1.52
"xylem","max_size",0.0190291369558142,"P12_B_To_C01_Z20_01",1.52
"epidermis","order",6,"P12_B_To_C01_Z20_01",1.52
"endodermis","n_layers",1,"P12_B_To_C01_Z20_01",1.52
"endodermis","order",3,"P12_B_To_C01_Z20_01",1.52
"stele","order",1,"P12_B_To_C01_Z20_01",1.52
"phloem","cell_diameter",0.00520916666666667,"P12_B_To_C01_Z20_01",1.52
"xylem","n_files",2,"P12_B_To_C01_Z20_01",1.52
"exodermis","cell_diameter",0.023147,"P12_B_To_C01_Z20_01",1.52
"exodermis","order",5,"P12_B_To_C01_Z20_01",1.52
"exodermis","n_layers",1,"P12_B_To_C01_Z20_01",1.52
"randomness","param",2,"P12_B_To_C01_Z20_01",1.52
"xylem","cell_diameter",0.016098640056791,"P12_B_To_C01_Z20_01",1.52
"epidermis","n_layers",1,"P12_B_To_C01_Z20_01",1.52
"secondarygrowth","param",0,"P12_B_To_C01_Z20_01",1.52
"planttype","param",2,"P12_B_To_C01_Z20_01",1.52
"stele","layer_diameter",0.1296,"P12_B_To_C01_Z20_01",1.52
"pericycle","order",2,"P12_B_To_C01_Z20_01",1.52
"pericycle","n_layers",1,"P12_B_To_C01_Z20_01",1.52
"stele","SD",0.000834967626066567,"P12_B_To_C01_Z20_01",1.52
"cortex","n_layers",4,"P12_B_To_C01_Z20_01",1.52
"endodermis","cell_diameter",0.0166604285714286,"P12_B_To_C01_Z20_01",1.52
"cortex","cell_diameter",0.0182465625,"P12_B_To_C01_Z20_01",1.52
"aerenchyma","proportion",0,"P12_B_To_C01_Z20_01",1.52
"cortex","order",4,"P12_B_To_C01_Z20_01",1.52
"phloem","cell_diameter",0.006244,"P12_C_To_C01_Z20_07",2.53
"phloem","n_layers",0,"P12_C_To_C01_Z20_07",2.53
"epidermis","n_layers",1,"P12_C_To_C01_Z20_07",2.53
"phloem","proportion",0,"P12_C_To_C01_Z20_07",2.53
"planttype","param",2,"P12_C_To_C01_Z20_07",2.53
"randomness","param",2,"P12_C_To_C01_Z20_07",2.53
"exodermis","n_layers",1,"P12_C_To_C01_Z20_07",2.53
"xylem","cell_diameter",0.0205683745174384,"P12_C_To_C01_Z20_07",2.53
"stele","order",1,"P12_C_To_C01_Z20_07",2.53
"pericycle","n_layers",1,"P12_C_To_C01_Z20_07",2.53
"epidermis","cell_diameter",0.014842,"P12_C_To_C01_Z20_07",2.53
"xylem","max_size",0.0251399231934749,"P12_C_To_C01_Z20_07",2.53
"endodermis","order",3,"P12_C_To_C01_Z20_07",2.53
"xylem","order",1.5,"P12_C_To_C01_Z20_07",2.53
"secondarygrowth","param",0,"P12_C_To_C01_Z20_07",2.53
"stele","SD",0.00111301484692788,"P12_C_To_C01_Z20_07",2.53
"endodermis","cell_diameter",0.0159677857142857,"P12_C_To_C01_Z20_07",2.53
"stele","layer_diameter",0.1284,"P12_C_To_C01_Z20_07",2.53
"xylem","n_cells",3,"P12_C_To_C01_Z20_07",2.53
"cortex","n_layers",4,"P12_C_To_C01_Z20_07",2.53
"endodermis","n_layers",1,"P12_C_To_C01_Z20_07",2.53
"pericycle","order",2,"P12_C_To_C01_Z20_07",2.53
"phloem","order",1.5,"P12_C_To_C01_Z20_07",2.53
"cortex","cell_diameter",0.0195589473684211,"P12_C_To_C01_Z20_07",2.53
"exodermis","order",5,"P12_C_To_C01_Z20_07",2.53
"epidermis","order",6,"P12_C_To_C01_Z20_07",2.53
"stele","n_layers",7,"P12_C_To_C01_Z20_07",2.53
"cortex","order",4,"P12_C_To_C01_Z20_07",2.53
"xylem","n_files",2,"P12_C_To_C01_Z20_07",2.53
"exodermis","cell_diameter",0.0195904,"P12_C_To_C01_Z20_07",2.53
"aerenchyma","proportion",0,"P12_C_To_C01_Z20_07",2.53
"aerenchyma","n_files",10,"P12_C_To_C01_Z20_07",2.53
"pericycle","cell_diameter",0.0133836,"P12_C_To_C01_Z20_07",2.53
"stele","cell_diameter",0.00791391822566565,"P12_C_To_C01_Z20_07",2.53
"endodermis","cell_diameter",0.0141136666666667,"P12_D_To_C01_Z20_03",3.88
"xylem","n_files",2,"P12_D_To_C01_Z20_03",3.88
"pericycle","order",2,"P12_D_To_C01_Z20_03",3.88
"xylem","n_cells",5,"P12_D_To_C01_Z20_03",3.88
"endodermis","n_layers",1,"P12_D_To_C01_Z20_03",3.88
"xylem","cell_diameter",0.0172788123776661,"P12_D_To_C01_Z20_03",3.88
"exodermis","order",5,"P12_D_To_C01_Z20_03",3.88
"cortex","n_layers",4,"P12_D_To_C01_Z20_03",3.88
"aerenchyma","proportion",0,"P12_D_To_C01_Z20_03",3.88
"stele","cell_diameter",0.00798953240107151,"P12_D_To_C01_Z20_03",3.88
"cortex","cell_diameter",0.0176693333333333,"P12_D_To_C01_Z20_03",3.88
"epidermis","cell_diameter",0.0135903333333333,"P12_D_To_C01_Z20_03",3.88
"stele","SD",0.00144421336913481,"P12_D_To_C01_Z20_03",3.88
"phloem","cell_diameter",0.00812,"P12_D_To_C01_Z20_03",3.88
"phloem","n_layers",0,"P12_D_To_C01_Z20_03",3.88
"xylem","order",1.5,"P12_D_To_C01_Z20_03",3.88
"pericycle","cell_diameter",0.0116284444444444,"P12_D_To_C01_Z20_03",3.88
"stele","n_layers",6,"P12_D_To_C01_Z20_03",3.88
"epidermis","order",6,"P12_D_To_C01_Z20_03",3.88
"exodermis","n_layers",1,"P12_D_To_C01_Z20_03",3.88
"randomness","param",2,"P12_D_To_C01_Z20_03",3.88
"secondarygrowth","param",0,"P12_D_To_C01_Z20_03",3.88
"cortex","order",4,"P12_D_To_C01_Z20_03",3.88
"aerenchyma","n_files",10,"P12_D_To_C01_Z20_03",3.88
"pericycle","n_layers",1,"P12_D_To_C01_Z20_03",3.88
"phloem","proportion",0,"P12_D_To_C01_Z20_03",3.88
"planttype","param",2,"P12_D_To_C01_Z20_03",3.88
"xylem","max_size",0.0213145418650069,"P12_D_To_C01_Z20_03",3.88
"phloem","order",1.5,"P12_D_To_C01_Z20_03",3.88
"stele","layer_diameter",0.0947,"P12_D_To_C01_Z20_03",3.88
"epidermis","n_layers",1,"P12_D_To_C01_Z20_03",3.88
"stele","order",1,"P12_D_To_C01_Z20_03",3.88
"endodermis","order",3,"P12_D_To_C01_Z20_03",3.88
"exodermis","cell_diameter",0.0231422857142857,"P12_D_To_C01_Z20_03",3.88
"epidermis","cell_diameter",0.0168635,"P12_D2_To_C03_Z20_06",24.6
"stele","n_layers",6,"P12_D2_To_C03_Z20_06",24.6
"aerenchyma","proportion",0,"P12_D2_To_C03_Z20_06",24.6
"aerenchyma","n_files",10,"P12_D2_To_C03_Z20_06",24.6
"epidermis","n_layers",1,"P12_D2_To_C03_Z20_06",24.6
"xylem","max_size",0.0733212933746448,"P12_D2_To_C03_Z20_06",24.6
"epidermis","order",6,"P12_D2_To_C03_Z20_06",24.6
"secondarygrowth","param",1,"P12_D2_To_C03_Z20_06",24.6
"xylem","n_files",2,"P12_D2_To_C03_Z20_06",24.6
"endodermis","n_layers",1,"P12_D2_To_C03_Z20_06",24.6
"phloem","order",1.5,"P12_D2_To_C03_Z20_06",24.6
"stele","order",1,"P12_D2_To_C03_Z20_06",24.6
"endodermis","cell_diameter",0.01754275,"P12_D2_To_C03_Z20_06",24.6
"exodermis","n_layers",1,"P12_D2_To_C03_Z20_06",24.6
"phloem","cell_diameter",0.00730766666666667,"P12_D2_To_C03_Z20_06",24.6
"xylem","n_cells",6,"P12_D2_To_C03_Z20_06",24.6
"xylem","cell_diameter",0.0431232899196462,"P12_D2_To_C03_Z20_06",24.6
"stele","layer_diameter",0.2092,"P12_D2_To_C03_Z20_06",24.6
"cortex","cell_diameter",0.020397375,"P12_D2_To_C03_Z20_06",24.6
"pericycle","n_layers",1,"P12_D2_To_C03_Z20_06",24.6
"phloem","n_layers",3,"P12_D2_To_C03_Z20_06",24.6
"pericycle","order",2,"P12_D2_To_C03_Z20_06",24.6
"xylem","order",1.5,"P12_D2_To_C03_Z20_06",24.6
"phloem","proportion",0.189292543021033,"P12_D2_To_C03_Z20_06",24.6
"planttype","param",2,"P12_D2_To_C03_Z20_06",24.6
"stele","SD",0.00163394062693559,"P12_D2_To_C03_Z20_06",24.6
"randomness","param",2,"P12_D2_To_C03_Z20_06",24.6
"stele","cell_diameter",0.0112756337983257,"P12_D2_To_C03_Z20_06",24.6
"endodermis","order",3,"P12_D2_To_C03_Z20_06",24.6
"exodermis","cell_diameter",0.0257274,"P12_D2_To_C03_Z20_06",24.6
"cortex","order",4,"P12_D2_To_C03_Z20_06",24.6
"exodermis","order",5,"P12_D2_To_C03_Z20_06",24.6
"pericycle","cell_diameter",0.0125332307692308,"P12_D2_To_C03_Z20_06",24.6
"cortex","n_layers",2,"P12_D2_To_C03_Z20_06",24.6
"cortex","order",4,"P12_E_To_C01_Z20_02",26.62
"secondarygrowth","param",1,"P12_E_To_C01_Z20_02",26.62
"xylem","cell_diameter",0.0499225317242145,"P12_E_To_C01_Z20_02",26.62
"stele","order",1,"P12_E_To_C01_Z20_02",26.62
"xylem","n_files",2,"P12_E_To_C01_Z20_02",26.62
"cortex","cell_diameter",0.0278423333333333,"P12_E_To_C01_Z20_02",26.62
"exodermis","cell_diameter",0.03150125,"P12_E_To_C01_Z20_02",26.62
"phloem","proportion",0.184992570579495,"P12_E_To_C01_Z20_02",26.62
"endodermis","n_layers",1,"P12_E_To_C01_Z20_02",26.62
"stele","n_layers",8,"P12_E_To_C01_Z20_02",26.62
"cortex","n_layers",2,"P12_E_To_C01_Z20_02",26.62
"exodermis","n_layers",1,"P12_E_To_C01_Z20_02",26.62
"stele","cell_diameter",0.0125625403560368,"P12_E_To_C01_Z20_02",26.62
"pericycle","cell_diameter",0.0171136,"P12_E_To_C01_Z20_02",26.62
"endodermis","cell_diameter",0.0213687272727273,"P12_E_To_C01_Z20_02",26.62
"epidermis","n_layers",1,"P12_E_To_C01_Z20_02",26.62
"pericycle","n_layers",1,"P12_E_To_C01_Z20_02",26.62
"aerenchyma","n_files",10,"P12_E_To_C01_Z20_02",26.62
"planttype","param",2,"P12_E_To_C01_Z20_02",26.62
"stele","SD",0.00178225641901776,"P12_E_To_C01_Z20_02",26.62
"endodermis","order",3,"P12_E_To_C01_Z20_02",26.62
"randomness","param",2,"P12_E_To_C01_Z20_02",26.62
"stele","layer_diameter",0.2692,"P12_E_To_C01_Z20_02",26.62
"exodermis","order",5,"P12_E_To_C01_Z20_02",26.62
"epidermis","cell_diameter",0.024821,"P12_E_To_C01_Z20_02",26.62
"phloem","n_layers",3,"P12_E_To_C01_Z20_02",26.62
"aerenchyma","proportion",0,"P12_E_To_C01_Z20_02",26.62
"phloem","cell_diameter",0.0075285,"P12_E_To_C01_Z20_02",26.62
"pericycle","order",2,"P12_E_To_C01_Z20_02",26.62
"xylem","order",1.5,"P12_E_To_C01_Z20_02",26.62
"xylem","max_size",0.0690406426064456,"P12_E_To_C01_Z20_02",26.62
"xylem","n_cells",9,"P12_E_To_C01_Z20_02",26.62
"phloem","order",1.5,"P12_E_To_C01_Z20_02",26.62
"epidermis","order",6,"P12_E_To_C01_Z20_02",26.62
"cortex","order",4,"P12_F_To_C01_Z10_01",28.64
"endodermis","cell_diameter",0.038998,"P12_F_To_C01_Z10_01",28.64
"xylem","cell_diameter",0.0520229932462736,"P12_F_To_C01_Z10_01",28.64
"epidermis","n_layers",1,"P12_F_To_C01_Z10_01",28.64
"xylem","order",1.5,"P12_F_To_C01_Z10_01",28.64
"phloem","order",1.5,"P12_F_To_C01_Z10_01",28.64
"pericycle","order",2,"P12_F_To_C01_Z10_01",28.64
"phloem","cell_diameter",0.0147631666666667,"P12_F_To_C01_Z10_01",28.64
"aerenchyma","n_files",10,"P12_F_To_C01_Z10_01",28.64
"epidermis","cell_diameter",0.031031,"P12_F_To_C01_Z10_01",28.64
"pericycle","cell_diameter",0.0231002222222222,"P12_F_To_C01_Z10_01",28.64
"stele","layer_diameter",1.17488,"P12_F_To_C01_Z10_01",28.64
"aerenchyma","proportion",0,"P12_F_To_C01_Z10_01",28.64
"endodermis","n_layers",1,"P12_F_To_C01_Z10_01",28.64
"xylem","max_size",0.0777419017328012,"P12_F_To_C01_Z10_01",28.64
"stele","n_layers",15,"P12_F_To_C01_Z10_01",28.64
"exodermis","cell_diameter",0.05062125,"P12_F_To_C01_Z10_01",28.64
"pericycle","n_layers",1,"P12_F_To_C01_Z10_01",28.64
"randomness","param",2,"P12_F_To_C01_Z10_01",28.64
"xylem","n_files",2,"P12_F_To_C01_Z10_01",28.64
"phloem","n_layers",4,"P12_F_To_C01_Z10_01",28.64
"cortex","cell_diameter",0.042520625,"P12_F_To_C01_Z10_01",28.64
"stele","order",1,"P12_F_To_C01_Z10_01",28.64
"exodermis","order",5,"P12_F_To_C01_Z10_01",28.64
"exodermis","n_layers",1,"P12_F_To_C01_Z10_01",28.64
"endodermis","order",3,"P12_F_To_C01_Z10_01",28.64
"cortex","n_layers",2,"P12_F_To_C01_Z10_01",28.64
"epidermis","order",6,"P12_F_To_C01_Z10_01",28.64
"stele","cell_diameter",0.0281191589149448,"P12_F_To_C01_Z10_01",28.64
"stele","SD",0.00741966910219235,"P12_F_To_C01_Z10_01",28.64
"xylem","n_cells",53,"P12_F_To_C01_Z10_01",28.64
"planttype","param",2,"P12_F_To_C01_Z10_01",28.64
"secondarygrowth","param",1,"P12_F_To_C01_Z10_01",28.64
"phloem","proportion",0.109457987198693,"P12_F_To_C01_Z10_01",28.64
"cortex","n_layers",4,"P13_B_To_C01_Z20_01",1.47
"epidermis","cell_diameter",0.0181425,"P13_B_To_C01_Z20_01",1.47
"epidermis","n_layers",1,"P13_B_To_C01_Z20_01",1.47
"cortex","order",4,"P13_B_To_C01_Z20_01",1.47
"exodermis","cell_diameter",0.0268950909090909,"P13_B_To_C01_Z20_01",1.47
"xylem","order",1.5,"P13_B_To_C01_Z20_01",1.47
"aerenchyma","n_files",10,"P13_B_To_C01_Z20_01",1.47
"pericycle","order",2,"P13_B_To_C01_Z20_01",1.47
"stele","n_layers",6,"P13_B_To_C01_Z20_01",1.47
"stele","order",1,"P13_B_To_C01_Z20_01",1.47
"randomness","param",2,"P13_B_To_C01_Z20_01",1.47
"phloem","cell_diameter",0.0056222,"P13_B_To_C01_Z20_01",1.47
"endodermis","n_layers",1,"P13_B_To_C01_Z20_01",1.47
"xylem","max_size",0.0178719017508564,"P13_B_To_C01_Z20_01",1.47
"cortex","cell_diameter",0.0220554166666667,"P13_B_To_C01_Z20_01",1.47
"exodermis","n_layers",1,"P13_B_To_C01_Z20_01",1.47
"exodermis","order",5,"P13_B_To_C01_Z20_01",1.47
"stele","SD",0.00123734004580943,"P13_B_To_C01_Z20_01",1.47
"planttype","param",2,"P13_B_To_C01_Z20_01",1.47
"xylem","n_cells",6,"P13_B_To_C01_Z20_01",1.47
"pericycle","cell_diameter",0.0169658,"P13_B_To_C01_Z20_01",1.47
"phloem","n_layers",0,"P13_B_To_C01_Z20_01",1.47
"endodermis","cell_diameter",0.015926375,"P13_B_To_C01_Z20_01",1.47
"stele","cell_diameter",0.00911119106027667,"P13_B_To_C01_Z20_01",1.47
"xylem","cell_diameter",0.015534104108169,"P13_B_To_C01_Z20_01",1.47
"phloem","proportion",0,"P13_B_To_C01_Z20_01",1.47
"stele","layer_diameter",0.16164,"P13_B_To_C01_Z20_01",1.47
"epidermis","order",6,"P13_B_To_C01_Z20_01",1.47
"pericycle","n_layers",1,"P13_B_To_C01_Z20_01",1.47
"aerenchyma","proportion",0,"P13_B_To_C01_Z20_01",1.47
"endodermis","order",3,"P13_B_To_C01_Z20_01",1.47
"secondarygrowth","param",0,"P13_B_To_C01_Z20_01",1.47
"phloem","order",1.5,"P13_B_To_C01_Z20_01",1.47
"xylem","n_files",2,"P13_B_To_C01_Z20_01",1.47
