CS_id,param_id,value
P04_A_FY_C01_Z20_04,endodermis_n_layers,1
P04_A_FY_C01_Z20_04,endodermis_order,3
P04_A_FY_C01_Z20_04,epidermis_cell_diameter,0.0167084285714286
P04_A_FY_C01_Z20_04,epidermis_n_layers,1
P04_A_FY_C01_Z20_04,epidermis_order,6
P04_A_FY_C01_Z20_04,exodermis_barrier,0
P04_A_FY_C01_Z20_04,exodermis_cell_diameter,0.0295325
P04_A_FY_C01_Z20_04,exodermis_n_layers,1
P04_A_FY_C01_Z20_04,exodermis_order,5
P04_A_FY_C01_Z20_04,pericycle_cell_diameter,0.01212175
P04_A_FY_C01_Z20_04,pericycle_n_layers,1
P04_A_FY_C01_Z20_04,pericycle_order,2
