"Barrier","kr","kx","perimeter","CS_id","kAQP","kpl","Simu_ID","kw_lignin","Kr","Barrier_Name"
"b1",8.18909034487231e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,9.56237410249127e-08,"En.CS"
"b6",6.21840054598291e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,7.26120604800236e-08,"En.CS-Ex.Sub"
"b9",6.5359562333097e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,7.63201478898711e-08,"En.CS-Ex.LC"
"b1",8.49137137840126e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,9.91534668002565e-08,"En.CS"
"b6",6.54685560530838e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,7.64474195014231e-08,"En.CS-Ex.Sub"
"b9",7.76929994940763e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,9.07218622605887e-08,"En.CS-Ex.LC"
"b1",1.07105261809867e-07,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.25066465094321e-07,"En.CS"
"b6",7.66843458107727e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,8.95440606424096e-08,"En.CS-Ex.Sub"
"b9",8.235276564588e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,9.61630560070436e-08,"En.CS-Ex.LC"
"b1",1.09152140641546e-07,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.27456598834053e-07,"En.CS"
"b6",7.97179879841579e-08,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,9.30864347197903e-08,"En.CS-Ex.Sub"
"b9",1.02021930821469e-07,1.24995261707945e-11,1.16769674039301,"P04_A_FY_C01_Z20_04",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.1913067606883e-07,"En.CS-Ex.LC"
"b1",5.37735936868147e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,6.11267603103795e-08,"En.CS"
"b6",4.17644568280921e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,4.74754571340832e-08,"En.CS-Ex.Sub"
"b9",4.30568983557352e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,4.8944631092133e-08,"En.CS-Ex.LC"
"b1",5.9896545444903e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,6.80869833278055e-08,"En.CS"
"b6",4.67934594607343e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,5.31921410573517e-08,"En.CS-Ex.Sub"
"b9",5.16460180598887e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,5.87082534472014e-08,"En.CS-Ex.LC"
"b1",8.46320881213004e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,9.62049402033202e-08,"En.CS"
"b6",6.34918107006736e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,7.21738762147061e-08,"En.CS-Ex.Sub"
"b9",6.6929539787957e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,7.60816909528146e-08,"En.CS-Ex.LC"
"b1",8.8174421654101e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.00231663320619e-07,"En.CS"
"b6",6.71479510670021e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,7.63299684620513e-08,"En.CS-Ex.Sub"
"b9",8.02139748976518e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,9.11826805861002e-08,"En.CS-Ex.LC"
"b1",1.106464652051e-07,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.25776603237162e-07,"En.CS"
"b6",7.82103548928851e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,8.89050794181782e-08,"En.CS-Ex.Sub"
"b9",8.43007948702226e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,9.5828344893938e-08,"En.CS-Ex.LC"
"b1",1.13057978575084e-07,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.28517874363857e-07,"En.CS"
"b6",8.15387845860279e-08,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,9.26886488267553e-08,"En.CS-Ex.Sub"
"b9",1.05234392112182e-07,1.67612647716034e-11,1.1367430762837,"P04_B_BH_C01_Z20_05",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.19624466620447e-07,"En.CS-Ex.LC"
"b1",5.59718795831642e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,7.5265665203864e-08,"En.CS"
"b6",4.47535114427655e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,6.0180269700317e-08,"En.CS-Ex.Sub"
"b9",4.59796796069708e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,6.18291041367876e-08,"En.CS-Ex.LC"
"b1",5.92357172858744e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,7.9654564015935e-08,"En.CS"
"b6",4.75666704392244e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,6.39631386118051e-08,"En.CS-Ex.Sub"
"b9",5.2559939602414e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,7.06776125209938e-08,"En.CS-Ex.LC"
"b1",8.34388253805575e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.12200603997328e-07,"En.CS"
"b6",6.44899756521943e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,8.67199914062453e-08,"En.CS-Ex.Sub"
"b9",6.77921223975216e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,9.11604045786947e-08,"En.CS-Ex.LC"
"b1",8.51471752006917e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.14497830507691e-07,"En.CS"
"b6",6.64130798362242e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,8.93059991791714e-08,"En.CS-Ex.Sub"
"b9",7.91857996440624e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.06481539110274e-07,"En.CS-Ex.LC"
"b1",1.06624075692472e-07,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.4337792554951e-07,"En.CS"
"b6",7.75114407737825e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.04230020399448e-07,"En.CS-Ex.Sub"
"b9",8.34171025007613e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.1217139313269e-07,"En.CS-Ex.LC"
"b1",1.07732004728773e-07,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.44867763241882e-07,"En.CS"
"b6",7.92318488299712e-08,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.06543461679881e-07,"En.CS-Ex.Sub"
"b9",1.02062863309868e-07,5.15939761260234e-11,1.34470497979316,"P04_D_FY_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.37244440544728e-07,"En.CS-Ex.LC"
"b1",6.27659225354789e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,7.67005353640961e-08,"En.CS"
"b6",4.87918984030454e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,5.9624149184277e-08,"En.CS-Ex.Sub"
"b9",5.0264434694112e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,6.1423602092884e-08,"En.CS-Ex.LC"
"b1",6.79586705033195e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,8.30461212020014e-08,"En.CS"
"b6",5.3059900071074e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,6.48396865276117e-08,"En.CS-Ex.Sub"
"b9",5.90665456305194e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,7.21798627178272e-08,"En.CS-Ex.LC"
"b1",9.68433054799718e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.18343411148683e-07,"En.CS"
"b6",7.16925039907442e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,8.76089001093612e-08,"En.CS-Ex.Sub"
"b9",7.57191042810915e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,9.2529442746049e-08,"En.CS-Ex.LC"
"b1",9.97728704413484e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.21923366510519e-07,"En.CS"
"b6",7.47870827434458e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,9.13905038438463e-08,"En.CS-Ex.Sub"
"b9",9.13161732691244e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.11589204686402e-07,"En.CS-Ex.LC"
"b1",1.26079221811543e-07,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.54069970146105e-07,"En.CS"
"b6",8.69743166298864e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.06283415888102e-07,"En.CS-Ex.Sub"
"b9",9.41666281858904e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.15072486845181e-07,"En.CS-Ex.LC"
"b1",1.28080476849056e-07,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.56515522231961e-07,"En.CS"
"b6",8.9826325700155e-08,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.09768597236774e-07,"En.CS-Ex.Sub"
"b9",1.19853547598897e-07,8.56158763315464e-11,1.22200920922879,"P04_D_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.46462138924593e-07,"En.CS-Ex.LC"
"b1",5.57650601955932e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,9.30083630525442e-08,"En.CS"
"b6",4.42096893272446e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,7.37356118861231e-08,"En.CS-Ex.Sub"
"b9",4.53698237112768e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,7.56705546549706e-08,"En.CS-Ex.LC"
"b1",5.74484330191921e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,9.58159947520514e-08,"En.CS"
"b6",4.62407846420331e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,7.71231963300308e-08,"En.CS-Ex.Sub"
"b9",5.08462019627353e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,8.48043917715843e-08,"En.CS-Ex.LC"
"b1",7.49630263115586e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.25027899947534e-07,"En.CS"
"b6",5.91299482099734e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,9.86205281784299e-08,"En.CS-Ex.Sub"
"b9",6.17462280629306e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.02984119028281e-07,"En.CS-Ex.LC"
"b1",7.56863441960408e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.26234293559706e-07,"En.CS"
"b6",6.05741429822827e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.01029244159914e-07,"En.CS-Ex.Sub"
"b9",7.06292357660074e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.17799740181535e-07,"En.CS-Ex.LC"
"b1",8.9959903512755e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.50040604936841e-07,"En.CS"
"b6",6.84850723430447e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.14223573861846e-07,"En.CS-Ex.Sub"
"b9",7.26840369077428e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.21226862647125e-07,"En.CS-Ex.LC"
"b1",9.03760742734836e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.50734719873146e-07,"En.CS"
"b6",6.98770640742445e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.16545222432609e-07,"En.CS-Ex.Sub"
"b9",8.60849852008084e-08,7.51094722509895e-11,1.66786089222036,"P04_F_FY_C01_Z10_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.43577780223797e-07,"En.CS-Ex.LC"
"b1",5.45760823388865e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,7.53196416329095e-08,"En.CS"
"b6",4.17374593658581e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,5.76012485209962e-08,"En.CS-Ex.Sub"
"b9",4.29908309972325e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,5.93310081164502e-08,"En.CS-Ex.LC"
"b1",5.98333070479118e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,8.25750594661042e-08,"En.CS"
"b6",4.67207403402e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,6.44786006697431e-08,"En.CS-Ex.Sub"
"b9",5.12148388133607e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,7.06808393053346e-08,"En.CS-Ex.LC"
"b1",8.23791747731084e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.13690277059413e-07,"En.CS"
"b6",6.16348010424498e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,8.50612746038984e-08,"En.CS-Ex.Sub"
"b9",6.47265377939871e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,8.93281346306608e-08,"En.CS-Ex.LC"
"b1",8.52037014320865e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.17588364401334e-07,"En.CS"
"b6",6.53920849188361e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,9.02466463446781e-08,"En.CS-Ex.Sub"
"b9",7.69796058278077e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.06238412057325e-07,"En.CS-Ex.LC"
"b1",1.04989514483884e-07,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.44894471483617e-07,"En.CS"
"b6",7.48790509216171e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.03339467391746e-07,"En.CS-Ex.Sub"
"b9",8.01588374569039e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.10626022466673e-07,"En.CS-Ex.LC"
"b1",1.06853046925944e-07,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.47466304962533e-07,"En.CS"
"b6",7.85225423267006e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.08367795830922e-07,"En.CS-Ex.Sub"
"b9",9.88800148185297e-08,2.45071107483306e-11,1.38008516560821,"P11_A_To_C02_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.36462841626173e-07,"En.CS-Ex.LC"
"b1",5.14488850366145e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,7.36432912320017e-08,"En.CS"
"b6",4.05735429479221e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,5.80764624442593e-08,"En.CS-Ex.Sub"
"b9",4.17178205871732e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_1e-16",1e-16,5.97143671603218e-08,"En.CS-Ex.LC"
"b1",5.6184336867208e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,8.04215578169301e-08,"En.CS"
"b6",4.47722690585953e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,6.40864665396184e-08,"En.CS-Ex.Sub"
"b9",4.90295441822418e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",1e-04,6.13425925925926e-19,"1e-04_5.3e-12_4.3e-07",4.3e-07,7.01802769606282e-08,"En.CS-Ex.LC"
"b1",7.75832053076473e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,1.11051630742185e-07,"En.CS"
"b6",5.97702461006739e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,8.55543834908726e-08,"En.CS-Ex.Sub"
"b9",6.26057724663687e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_1e-16",1e-16,8.96131205032739e-08,"En.CS-Ex.LC"
"b1",8.01076941552104e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.14665152537278e-07,"En.CS"
"b6",6.27249442042997e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,8.97837014400003e-08,"En.CS-Ex.Sub"
"b9",7.36336789343358e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",4e-04,6.13425925925926e-19,"4e-04_5.3e-12_4.3e-07",4.3e-07,1.0539832803735e-07,"En.CS-Ex.LC"
"b1",9.91159148123624e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.41873282094616e-07,"En.CS"
"b6",7.26957736705052e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.04055822161019e-07,"En.CS-Ex.Sub"
"b9",7.76073562615775e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_1e-16",1e-16,1.11086200115895e-07,"En.CS-Ex.LC"
"b1",1.00768841958216e-07,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.44239261359293e-07,"En.CS"
"b6",7.54108935995348e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.07942210904353e-07,"En.CS-Ex.Sub"
"b9",9.46407170430643e-08,2.79854021998228e-11,1.43138750586319,"P11_B_To_C01_Z20_01",8e-04,6.13425925925926e-19,"8e-04_5.3e-12_4.3e-07",4.3e-07,1.35467539921376e-07,"En.CS-Ex.LC"
