"node1ID","node2ID","branchID","x1","y1","z1","x2","y2","z2","radius","length","R","G","B","time","type","X","RSA_id","kr","Kx","SUF","RSHA_id","age"
40,41,0,0.0063,-0.2246,-8.3629,0.0092,-0.2238,-8.3877,0.1887,0.0249817933703736,0.4314,0.3922,0.1961,4.4556,1,NA,"Tomato_60d_1",6.46637341083017e-05,0.135225166926219,0.000260794722165833,"Tomato_60d_1_20_1A_60",20
41,42,0,0.0092,-0.2238,-8.3877,0.0318,-0.2178,-8.5864,0.1887,0.20007111235758,0.4314,0.3922,0.1961,4.6278,1,NA,"Tomato_60d_1",6.45275279240065e-05,0.132011093877805,0.00208277302465268,"Tomato_60d_1_20_1A_60",20
42,43,0,0.0318,-0.2178,-8.5864,0.0324,-0.2178,-8.5918,0.1887,0.0054332310828823,0.4314,0.3922,0.1961,4.6325,1,NA,"Tomato_60d_1",6.45238103336105e-05,0.131923369468237,5.65218181688424e-05,"Tomato_60d_1_20_1A_60",20
43,44,0,0.0324,-0.2178,-8.5918,0.0503,-0.2097,-8.7908,0.1887,0.199967547367068,0.4314,0.3922,0.1961,4.8053,1,NA,"Tomato_60d_1",6.43871295633073e-05,0.128698097559027,0.00207452464010303,"Tomato_60d_1_20_1A_60",20
44,45,0,0.0503,-0.2097,-8.7908,0.0621,-0.2097,-8.9096,0.1887,0.119384588620138,0.4314,0.3922,0.1961,4.9087,1,NA,"Tomato_60d_1",6.43053425745958e-05,0.126768160548539,0.00123573292713401,"Tomato_60d_1_20_1A_60",20
45,46,0,0.0621,-0.2097,-8.9096,0.0615,-0.2027,-9.1095,0.1887,0.200023423628335,0.4314,0.3922,0.1961,5.0824,1,NA,"Tomato_60d_1",6.41679499252806e-05,0.123742104798098,0.00206392391778847,"Tomato_60d_1_20_1A_60",20
46,47,0,0.0615,-0.2027,-9.1095,0.0614,-0.2007,-9.1691,0.1887,0.0596336314507171,0.4314,0.3922,0.1961,5.1343,1,NA,"Tomato_60d_1",6.41268982355888e-05,0.122899088876846,0.00061443102058502,"Tomato_60d_1_20_1A_60",20
47,48,0,0.0614,-0.2007,-9.1691,0.056,-0.1864,-9.3685,0.1887,0.19998502443933,0.4314,0.3922,0.1961,5.3088,1,NA,"Tomato_60d_1",6.39888728049296e-05,0.120064671184005,0.00205441155606117,"Tomato_60d_1_20_1A_60",20
48,49,0,0.056,-0.1864,-9.3685,0.0558,-0.1858,-9.3795,0.1887,0.0110181668166725,0.4314,0.3922,0.1961,5.3184,1,NA,"Tomato_60d_1",6.39812794288017e-05,0.119908737603195,0.000113099103515235,"Tomato_60d_1_20_1A_60",20
49,50,0,0.0558,-0.1858,-9.3795,0.0583,-0.1799,-9.5794,0.1887,0.200002674982111,0.4314,0.3922,0.1961,5.4935,1,NA,"Tomato_60d_1",6.38427794121345e-05,0.117064574061553,0.00204716432307075,"Tomato_60d_1_20_1A_60",20
